datePulled,contract,type,expiry,strike,bid,ask,volume,oi,lastTrd,impVol
2020-08-02,SPY200819C00349000,CALL,2020-08-19,349.00,0.10,0.11,181,180,2020-07-24 9:37AM EDT,15.77%
2020-08-02,SPY200819C00350000,CALL,2020-08-19,350.00,0.09,0.10,173,629,2020-07-31 4:00PM EDT,16.11%
2020-08-02,SPY200819C00351000,CALL,2020-08-19,351.00,0.07,0.08,1,1,2020-07-24 9:46AM EDT,16.11%
2020-08-02,SPY200819C00352000,CALL,2020-08-19,352.00,0.06,0.07,40,1,2020-07-31 11:25AM EDT,16.31%
2020-08-02,SPY200819C00353000,CALL,2020-08-19,353.00,0.05,0.06,10,1,2020-07-31 3:04PM EDT,16.50%
2020-08-02,SPY200819C00354000,CALL,2020-08-19,354.00,0.05,0.06,1,465,2020-07-31 11:05AM EDT,16.99%
2020-08-02,SPY200819C00355000,CALL,2020-08-19,355.00,0.04,0.05,1,22,2020-07-30 12:18PM EDT,17.09%
2020-08-02,SPY200819C00356000,CALL,2020-08-19,356.00,0.03,0.04,-,11,2020-07-23 10:27AM EDT,17.09%
2020-08-02,SPY200819C00357000,CALL,2020-08-19,357.00,0.03,0.04,-,4,2020-07-30 12:38PM EDT,17.58%
2020-08-02,SPY200819C00360000,CALL,2020-08-19,360.00,0.02,0.03,10,231,2020-07-24 12:47PM EDT,18.36%
2020-08-02,SPY200819C00365000,CALL,2020-08-19,365.00,0.01,0.02,61,121,2020-07-29 9:30AM EDT,19.73%
2020-08-02,SPY200819C00370000,CALL,2020-08-19,370.00,0.00,0.01,3,34,2020-07-28 9:40AM EDT,20.31%
2020-08-02,SPY200819C00375000,CALL,2020-08-19,375.00,0.00,0.01,1,1,2020-07-27 9:30AM EDT,22.27%
2020-08-02,SPY200819C00380000,CALL,2020-08-19,380.00,0.00,0.01,1,6,2020-07-22 2:02PM EDT,24.22%
2020-08-02,SPY200819C00385000,CALL,2020-08-19,385.00,0.00,0.01,-,14,2020-07-23 2:10PM EDT,26.17%
2020-08-02,SPY200819C00390000,CALL,2020-08-19,390.00,0.00,0.01,-,1,2020-07-23 10:55AM EDT,28.13%
2020-08-02,SPY200819P00165000,PUT,2020-08-19,165.00,0.01,0.02,50,359,2020-07-24 2:09PM EDT,103.13%
2020-08-02,SPY200819P00170000,PUT,2020-08-19,170.00,0.01,0.02,60,60,2020-07-27 9:47AM EDT,98.44%
2020-08-02,SPY200819P00185000,PUT,2020-08-19,185.00,0.02,0.03,1,2,2020-07-24 9:35AM EDT,90.63%
2020-08-02,SPY200819P00190000,PUT,2020-08-19,190.00,0.02,0.03,1,1,2020-07-31 9:42AM EDT,86.72%
2020-08-02,SPY200819P00195000,PUT,2020-08-19,195.00,0.02,0.03,114,117,2020-07-28 3:59PM EDT,82.81%
2020-08-02,SPY200819P00200000,PUT,2020-08-19,200.00,0.03,0.04,1,12,2020-07-31 2:00PM EDT,81.25%
2020-08-02,SPY200819P00205000,PUT,2020-08-19,205.00,0.03,0.04,2,244,2020-07-28 11:11AM EDT,77.34%
2020-08-02,SPY200819P00210000,PUT,2020-08-19,210.00,0.03,0.04,512,536,2020-07-31 2:37PM EDT,73.83%
2020-08-02,SPY200819P00215000,PUT,2020-08-19,215.00,0.04,0.05,1,1,2020-07-30 9:57AM EDT,71.88%
2020-08-02,SPY200819P00220000,PUT,2020-08-19,220.00,0.05,0.06,14,54,2020-07-30 9:56AM EDT,69.92%
2020-08-02,SPY200819P00225000,PUT,2020-08-19,225.00,0.05,0.06,2,302,2020-07-28 9:38AM EDT,66.21%
2020-08-02,SPY200819P00230000,PUT,2020-08-19,230.00,0.06,0.07,16,53,2020-07-29 1:20PM EDT,63.67%
2020-08-02,SPY200819P00235000,PUT,2020-08-19,235.00,0.07,0.08,2,502,2020-07-30 9:48AM EDT,61.13%
2020-08-02,SPY200819P00240000,PUT,2020-08-19,240.00,0.08,0.09,18,626,2020-07-29 3:05PM EDT,58.40%
2020-08-02,SPY200819P00245000,PUT,2020-08-19,245.00,0.10,0.11,18,20,2020-07-31 9:49AM EDT,56.35%
2020-08-02,SPY200819P00250000,PUT,2020-08-19,250.00,0.11,0.12,5,117,2020-07-31 3:57PM EDT,53.42%
2020-08-02,SPY200819P00255000,PUT,2020-08-19,255.00,0.13,0.14,1,57,2020-07-31 10:18AM EDT,50.98%
2020-08-02,SPY200819P00260000,PUT,2020-08-19,260.00,0.15,0.16,2,14,2020-07-29 9:53AM EDT,48.54%
2020-08-02,SPY200819P00265000,PUT,2020-08-19,265.00,0.18,0.19,1,18,2020-07-31 10:13AM EDT,46.09%
2020-08-02,SPY200819P00270000,PUT,2020-08-19,270.00,0.21,0.22,36,269,2020-07-31 4:10PM EDT,43.46%
2020-08-02,SPY200819P00275000,PUT,2020-08-19,275.00,0.25,0.26,22,"1,028",2020-07-31 12:27PM EDT,40.92%
2020-08-02,SPY200819P00280000,PUT,2020-08-19,280.00,0.31,0.32,16,965,2020-07-31 9:55AM EDT,38.57%
2020-08-02,SPY200819P00285000,PUT,2020-08-19,285.00,0.38,0.39,1,"1,131",2020-07-31 10:21AM EDT,36.13%
2020-08-02,SPY200819P00289000,PUT,2020-08-19,289.00,0.46,0.48,-,168,2020-07-30 12:16PM EDT,34.45%
2020-08-02,SPY200819P00290000,PUT,2020-08-19,290.00,0.49,0.51,"1,329",941,2020-07-31 3:57PM EDT,34.08%
2020-08-02,SPY200819P00291000,PUT,2020-08-19,291.00,0.52,0.53,10,263,2020-07-31 3:32PM EDT,33.55%
2020-08-02,SPY200819P00292000,PUT,2020-08-19,292.00,0.55,0.56,1,336,2020-07-31 10:27AM EDT,33.13%
2020-08-02,SPY200819P00293000,PUT,2020-08-19,293.00,0.58,0.60,35,42,2020-07-31 12:57PM EDT,32.81%
2020-08-02,SPY200819P00294000,PUT,2020-08-19,294.00,0.62,0.63,93,96,2020-07-31 1:24PM EDT,32.35%
2020-08-02,SPY200819P00295000,PUT,2020-08-19,295.00,0.65,0.67,48,262,2020-07-31 3:32PM EDT,31.98%
2020-08-02,SPY200819P00296000,PUT,2020-08-19,296.00,0.70,0.71,22,298,2020-07-31 2:43PM EDT,31.57%
2020-08-02,SPY200819P00297000,PUT,2020-08-19,297.00,0.74,0.76,22,434,2020-07-31 12:27PM EDT,31.24%
2020-08-02,SPY200819P00298000,PUT,2020-08-19,298.00,0.79,0.81,23,201,2020-07-31 3:03PM EDT,30.87%
2020-08-02,SPY200819P00299000,PUT,2020-08-19,299.00,0.84,0.86,20,492,2020-07-31 9:32AM EDT,30.47%
2020-08-02,SPY200819P00300000,PUT,2020-08-19,300.00,0.90,0.92,134,"2,092",2020-07-31 4:04PM EDT,30.13%
2020-08-02,SPY200819P00301000,PUT,2020-08-19,301.00,0.96,0.98,5,106,2020-07-31 9:44AM EDT,29.74%
2020-08-02,SPY200819P00302000,PUT,2020-08-19,302.00,1.03,1.05,31,316,2020-07-31 2:59PM EDT,29.41%
2020-08-02,SPY200819P00303000,PUT,2020-08-19,303.00,1.10,1.12,6,383,2020-07-31 4:00PM EDT,29.03%
2020-08-02,SPY200819P00304000,PUT,2020-08-19,304.00,1.17,1.20,3,208,2020-07-31 10:19AM EDT,28.69%
2020-08-02,SPY200819P00305000,PUT,2020-08-19,305.00,1.26,1.28,53,262,2020-07-31 3:50PM EDT,28.30%
2020-08-02,SPY200819P00306000,PUT,2020-08-19,306.00,1.35,1.37,5,421,2020-07-31 3:50PM EDT,27.94%
2020-08-02,SPY200819P00307000,PUT,2020-08-19,307.00,1.44,1.47,82,345,2020-07-31 2:59PM EDT,27.61%
2020-08-02,SPY200819P00308000,PUT,2020-08-19,308.00,1.54,1.57,21,626,2020-07-31 1:21PM EDT,27.22%
2020-08-02,SPY200819P00309000,PUT,2020-08-19,309.00,1.65,1.69,93,753,2020-07-31 3:44PM EDT,26.92%
2020-08-02,SPY200819P00310000,PUT,2020-08-19,310.00,1.77,1.80,134,326,2020-07-31 3:59PM EDT,26.50%
2020-08-02,SPY200819P00311000,PUT,2020-08-19,311.00,1.90,1.93,63,466,2020-07-31 2:08PM EDT,26.14%
2020-08-02,SPY200819P00312000,PUT,2020-08-19,312.00,2.03,2.07,2,338,2020-07-31 11:17AM EDT,25.79%
2020-08-02,SPY200819P00313000,PUT,2020-08-19,313.00,2.18,2.21,71,150,2020-07-31 3:05PM EDT,25.38%
2020-08-02,SPY200819P00314000,PUT,2020-08-19,314.00,2.33,2.37,37,511,2020-07-31 3:48PM EDT,25.02%
2020-08-02,SPY200819P00315000,PUT,2020-08-19,315.00,2.50,2.54,170,923,2020-07-31 3:59PM EDT,24.65%
2020-08-02,SPY200819P00316000,PUT,2020-08-19,316.00,2.67,2.72,6,556,2020-07-31 12:27PM EDT,24.26%
2020-08-02,SPY200819P00317000,PUT,2020-08-19,317.00,2.86,2.91,80,245,2020-07-31 3:55PM EDT,23.86%
2020-08-02,SPY200819P00318000,PUT,2020-08-19,318.00,3.07,3.11,246,303,2020-07-31 4:13PM EDT,23.44%
2020-08-02,SPY200819P00319000,PUT,2020-08-19,319.00,3.28,3.33,83,495,2020-07-31 2:27PM EDT,23.04%
2020-08-02,SPY200819P00320000,PUT,2020-08-19,320.00,3.52,3.56,122,788,2020-07-31 3:59PM EDT,22.60%
2020-08-02,SPY200819P00321000,PUT,2020-08-19,321.00,3.76,3.81,125,419,2020-07-31 4:00PM EDT,22.18%
2020-08-02,SPY200819P00322000,PUT,2020-08-19,322.00,4.03,4.08,216,134,2020-07-31 4:08PM EDT,21.77%
2020-08-02,SPY200819P00323000,PUT,2020-08-19,323.00,4.32,4.37,153,328,2020-07-31 3:58PM EDT,21.34%
2020-08-02,SPY200819P00324000,PUT,2020-08-19,324.00,4.63,4.68,91,117,2020-07-31 3:42PM EDT,20.91%
2020-08-02,SPY200819P00325000,PUT,2020-08-19,325.00,4.96,5.02,155,406,2020-07-31 4:07PM EDT,20.50%
2020-08-02,SPY200819P00326000,PUT,2020-08-19,326.00,5.32,5.38,77,203,2020-07-31 4:00PM EDT,20.07%
2020-08-02,SPY200819P00327000,PUT,2020-08-19,327.00,5.71,5.77,36,201,2020-07-31 3:21PM EDT,19.65%
2020-08-02,SPY200819P00328000,PUT,2020-08-19,328.00,6.12,6.20,3,129,2020-07-31 11:14AM EDT,19.27%
2020-08-02,SPY200819P00329000,PUT,2020-08-19,329.00,6.59,6.66,31,42,2020-07-31 3:21PM EDT,18.89%
2020-08-02,SPY200819P00330000,PUT,2020-08-19,330.00,7.08,7.15,191,250,2020-07-31 2:22PM EDT,18.50%
2020-08-02,SPY200819P00331000,PUT,2020-08-19,331.00,7.61,7.68,63,719,2020-07-31 3:41PM EDT,18.13%
2020-08-02,SPY200819P00332000,PUT,2020-08-19,332.00,8.17,8.25,16,517,2020-07-31 12:56PM EDT,17.80%
2020-08-02,SPY200819P00333000,PUT,2020-08-19,333.00,8.77,8.85,2,66,2020-07-31 9:51AM EDT,17.44%
2020-08-02,SPY200819P00334000,PUT,2020-08-19,334.00,9.40,9.51,2,20,2020-07-31 9:51AM EDT,17.19%
2020-08-02,SPY200819P00335000,PUT,2020-08-19,335.00,10.09,10.20,3,10,2020-07-31 10:41AM EDT,16.93%
2020-08-02,SPY200819P00336000,PUT,2020-08-19,336.00,10.81,10.92,2,5,2020-07-31 3:45PM EDT,16.66%
2020-08-02,SPY200819P00337000,PUT,2020-08-19,337.00,11.57,11.69,2,2,2020-07-20 9:30AM EDT,16.48%
2020-08-02,SPY200819P00340000,PUT,2020-08-19,340.00,13.94,14.28,16,45,2020-07-31 4:14PM EDT,16.79%
2020-08-02,SPY200819P00350000,PUT,2020-08-19,350.00,23.43,23.79,-,8,2020-07-23 3:19PM EDT,19.73%
2020-08-02,SPY200819P00375000,PUT,2020-08-19,375.00,48.34,48.71,-,6,2020-07-23 9:56AM EDT,32.69%
2020-08-02,SPY200821C00140000,CALL,2020-08-21,140.00,186.28,186.67,4,7,2020-07-31 2:54PM EDT,149.22%
2020-08-02,SPY200821C00145000,CALL,2020-08-21,145.00,181.28,181.67,4,6,2020-07-31 2:54PM EDT,143.36%
2020-08-02,SPY200821C00150000,CALL,2020-08-21,150.00,170.26,170.65,6,6,2020-06-26 11:23AM EDT,0.00%
2020-08-02,SPY200821C00160000,CALL,2020-08-21,160.00,164.83,165.12,-,0,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00165000,CALL,2020-08-21,165.00,159.71,160.01,100,0,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00170000,CALL,2020-08-21,170.00,156.28,156.68,1,1,2020-07-10 11:21AM EDT,117.97%
2020-08-02,SPY200821C00175000,CALL,2020-08-21,175.00,149.70,150.00,10,6,2020-07-06 9:35AM EDT,0.00%
2020-08-02,SPY200821C00180000,CALL,2020-08-21,180.00,146.29,146.68,5,5,2020-07-10 3:14PM EDT,108.40%
2020-08-02,SPY200821C00185000,CALL,2020-08-21,185.00,139.77,140.07,2,0,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00190000,CALL,2020-08-21,190.00,136.30,136.69,5,5,2020-07-22 4:08PM EDT,100.20%
2020-08-02,SPY200821C00195000,CALL,2020-08-21,195.00,129.89,130.19,1,1,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00200000,CALL,2020-08-21,200.00,126.31,126.71,2,49,2020-07-23 2:59PM EDT,92.77%
2020-08-02,SPY200821C00205000,CALL,2020-08-21,205.00,119.74,120.04,1,0,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00210000,CALL,2020-08-21,210.00,116.32,116.72,27,19,2020-07-31 2:24PM EDT,84.96%
2020-08-02,SPY200821C00215000,CALL,2020-08-21,215.00,111.33,111.73,1,600,2020-07-30 10:00AM EDT,58.59%
2020-08-02,SPY200821C00220000,CALL,2020-08-21,220.00,106.34,106.74,1,900,2020-07-30 10:00AM EDT,59.38%
2020-08-02,SPY200821C00221000,CALL,2020-08-21,221.00,104.00,104.30,-,0,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00222000,CALL,2020-08-21,222.00,98.41,98.79,68,72,2020-06-24 2:03PM EDT,0.00%
2020-08-02,SPY200821C00223000,CALL,2020-08-21,223.00,97.41,97.80,-,475,2020-06-24 3:18PM EDT,0.00%
2020-08-02,SPY200821C00224000,CALL,2020-08-21,224.00,96.42,96.80,-,411,2020-06-24 2:08PM EDT,0.00%
2020-08-02,SPY200821C00225000,CALL,2020-08-21,225.00,101.35,101.75,8,40,2020-07-16 11:36AM EDT,58.59%
2020-08-02,SPY200821C00226000,CALL,2020-08-21,226.00,98.84,99.14,2,8,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00228000,CALL,2020-08-21,228.00,97.05,97.29,-,2,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00229000,CALL,2020-08-21,229.00,95.91,96.17,-,2,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00230000,CALL,2020-08-21,230.00,96.38,96.75,2,21,2020-07-29 10:20AM EDT,57.81%
2020-08-02,SPY200821C00231000,CALL,2020-08-21,231.00,89.46,89.83,1,5,2020-06-26 1:07PM EDT,0.00%
2020-08-02,SPY200821C00232000,CALL,2020-08-21,232.00,94.38,94.76,1,9,2020-07-31 11:40AM EDT,57.03%
2020-08-02,SPY200821C00233000,CALL,2020-08-21,233.00,91.92,92.18,1,1,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00235000,CALL,2020-08-21,235.00,91.38,91.76,50,651,2020-07-29 1:50PM EDT,55.08%
2020-08-02,SPY200821C00236000,CALL,2020-08-21,236.00,90.39,90.77,3,6,2020-07-06 2:10PM EDT,55.66%
2020-08-02,SPY200821C00237000,CALL,2020-08-21,237.00,87.91,88.18,-,1,2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00238000,CALL,2020-08-21,238.00,88.40,88.77,20,5,2020-07-17 3:43PM EDT,54.88%
2020-08-02,SPY200821C00239000,CALL,2020-08-21,239.00,87.40,87.77,10,11,2020-07-30 9:53AM EDT,54.10%
2020-08-02,SPY200821C00240000,CALL,2020-08-21,240.00,86.40,86.78,50,220,2020-07-29 1:50PM EDT,53.91%
2020-08-02,SPY200821C00241000,CALL,2020-08-21,241.00,85.41,85.78,1,15,2020-07-30 9:53AM EDT,53.71%
2020-08-02,SPY200821C00242000,CALL,2020-08-21,242.00,79.58,79.86,1,5,2020-06-18 3:45PM EDT,0.00%
2020-08-02,SPY200821C00243000,CALL,2020-08-21,243.00,83.41,83.79,1,28,2020-07-10 3:24PM EDT,52.73%
2020-08-02,SPY200821C00244000,CALL,2020-08-21,244.00,82.41,82.79,2,12,2020-07-31 2:58PM EDT,52.15%
2020-08-02,SPY200821C00245000,CALL,2020-08-21,245.00,81.42,81.79,1,"1,186",2020-07-30 10:00AM EDT,51.86%
2020-08-02,SPY200821C00246000,CALL,2020-08-21,246.00,80.42,80.79,249,360,2020-07-30 10:58AM EDT,51.17%
2020-08-02,SPY200821C00247000,CALL,2020-08-21,247.00,79.42,79.80,1,964,2020-07-28 1:43PM EDT,50.88%
2020-08-02,SPY200821C00248000,CALL,2020-08-21,248.00,78.43,78.80,3,570,2020-07-30 11:01AM EDT,50.59%
2020-08-02,SPY200821C00249000,CALL,2020-08-21,249.00,77.43,77.82,1,871,2020-07-20 9:48AM EDT,50.59%
2020-08-02,SPY200821C00250000,CALL,2020-08-21,250.00,76.44,76.81,4,"2,746",2020-07-31 3:36PM EDT,57.52%
2020-08-02,SPY200821C00251000,CALL,2020-08-21,251.00,75.44,75.82,5,251,2020-07-30 10:24AM EDT,57.03%
2020-08-02,SPY200821C00252000,CALL,2020-08-21,252.00,74.44,74.82,3,972,2020-07-30 10:28AM EDT,56.30%
2020-08-02,SPY200821C00253000,CALL,2020-08-21,253.00,73.45,73.82,2,"1,737",2020-07-31 1:11PM EDT,55.57%
2020-08-02,SPY200821C00254000,CALL,2020-08-21,254.00,71.11,71.30,89,"1,151",2020-07-09 8:14PM EDT,0.00%
2020-08-02,SPY200821C00255000,CALL,2020-08-21,255.00,71.46,71.83,1,"2,055",2020-07-30 11:54AM EDT,54.35%
2020-08-02,SPY200821C00256000,CALL,2020-08-21,256.00,70.46,70.83,1,"1,089",2020-07-24 2:48PM EDT,53.61%
2020-08-02,SPY200821C00257000,CALL,2020-08-21,257.00,64.78,65.06,1,"1,041",2020-06-18 11:25AM EDT,0.00%
2020-08-02,SPY200821C00258000,CALL,2020-08-21,258.00,68.47,68.84,11,"1,465",2020-07-30 12:21PM EDT,52.39%
2020-08-02,SPY200821C00259000,CALL,2020-08-21,259.00,67.47,67.85,11,233,2020-07-30 12:21PM EDT,51.90%
2020-08-02,SPY200821C00260000,CALL,2020-08-21,260.00,66.48,66.85,12,516,2020-07-31 1:33PM EDT,51.17%
2020-08-02,SPY200821C00261000,CALL,2020-08-21,261.00,65.49,65.86,9,"1,193",2020-07-13 11:39AM EDT,50.68%
2020-08-02,SPY200821C00262000,CALL,2020-08-21,262.00,64.49,64.86,10,919,2020-07-30 11:23AM EDT,49.95%
2020-08-02,SPY200821C00263000,CALL,2020-08-21,263.00,63.50,63.87,4,537,2020-07-28 3:41PM EDT,49.46%
2020-08-02,SPY200821C00264000,CALL,2020-08-21,264.00,62.51,62.87,10,"1,420",2020-07-31 10:11AM EDT,48.73%
2020-08-02,SPY200821C00265000,CALL,2020-08-21,265.00,61.52,61.88,3,"1,076",2020-07-30 3:12PM EDT,48.19%
2020-08-02,SPY200821C00266000,CALL,2020-08-21,266.00,60.52,60.89,1,"1,652",2020-07-21 11:12AM EDT,47.68%
2020-08-02,SPY200821C00267000,CALL,2020-08-21,267.00,59.53,59.89,1,769,2020-07-31 2:47PM EDT,46.92%
2020-08-02,SPY200821C00268000,CALL,2020-08-21,268.00,58.54,58.90,1,987,2020-07-28 10:32AM EDT,46.44%
2020-08-02,SPY200821C00269000,CALL,2020-08-21,269.00,57.55,57.91,4,902,2020-07-31 10:42AM EDT,45.90%
2020-08-02,SPY200821C00270000,CALL,2020-08-21,270.00,56.56,56.92,54,"1,733",2020-07-31 2:08PM EDT,45.36%
2020-08-02,SPY200821C00271000,CALL,2020-08-21,271.00,55.57,55.93,2,512,2020-07-31 11:27AM EDT,44.80%
2020-08-02,SPY200821C00272000,CALL,2020-08-21,272.00,54.58,54.94,10,"1,333",2020-07-31 10:10AM EDT,44.24%
2020-08-02,SPY200821C00273000,CALL,2020-08-21,273.00,53.59,53.95,1,512,2020-07-31 1:06PM EDT,43.70%
2020-08-02,SPY200821C00274000,CALL,2020-08-21,274.00,52.60,52.96,3,562,2020-07-31 10:21AM EDT,43.12%
2020-08-02,SPY200821C00275000,CALL,2020-08-21,275.00,51.61,51.97,55,"6,009",2020-07-31 3:11PM EDT,42.55%
2020-08-02,SPY200821C00276000,CALL,2020-08-21,276.00,50.62,50.98,1,648,2020-07-31 9:59AM EDT,41.97%
2020-08-02,SPY200821C00277000,CALL,2020-08-21,277.00,49.63,50.00,20,745,2020-07-30 12:21PM EDT,41.55%
2020-08-02,SPY200821C00278000,CALL,2020-08-21,278.00,48.65,49.01,4,"1,073",2020-07-29 2:46PM EDT,40.97%
2020-08-02,SPY200821C00279000,CALL,2020-08-21,279.00,47.66,48.03,1,600,2020-07-31 10:21AM EDT,40.53%
2020-08-02,SPY200821C00280000,CALL,2020-08-21,280.00,46.68,47.04,17,"6,041",2020-07-31 3:47PM EDT,39.92%
2020-08-02,SPY200821C00281000,CALL,2020-08-21,281.00,45.70,46.06,5,498,2020-07-31 9:55AM EDT,39.45%
2020-08-02,SPY200821C00282000,CALL,2020-08-21,282.00,44.72,45.08,6,855,2020-07-30 10:58AM EDT,38.97%
2020-08-02,SPY200821C00283000,CALL,2020-08-21,283.00,43.74,44.10,5,"3,672",2020-07-31 12:56PM EDT,38.48%
2020-08-02,SPY200821C00284000,CALL,2020-08-21,284.00,42.76,43.12,3,"1,484",2020-07-30 10:06AM EDT,37.99%
2020-08-02,SPY200821C00285000,CALL,2020-08-21,285.00,41.78,42.15,5,"5,632",2020-07-31 2:54PM EDT,37.60%
2020-08-02,SPY200821C00286000,CALL,2020-08-21,286.00,40.81,41.17,1,"2,117",2020-07-30 3:32PM EDT,37.06%
2020-08-02,SPY200821C00287000,CALL,2020-08-21,287.00,39.84,40.20,1,"1,758",2020-07-31 1:22PM EDT,36.65%
2020-08-02,SPY200821C00288000,CALL,2020-08-21,288.00,38.87,39.23,8,"1,819",2020-07-31 3:41PM EDT,36.21%
2020-08-02,SPY200821C00289000,CALL,2020-08-21,289.00,37.91,38.26,7,"2,114",2020-07-30 2:55PM EDT,35.74%
2020-08-02,SPY200821C00290000,CALL,2020-08-21,290.00,36.94,37.29,562,"5,663",2020-07-31 4:05PM EDT,35.25%
2020-08-02,SPY200821C00291000,CALL,2020-08-21,291.00,35.97,36.33,2,"1,463",2020-07-31 4:00PM EDT,34.86%
2020-08-02,SPY200821C00292000,CALL,2020-08-21,292.00,35.02,35.37,8,"1,454",2020-07-31 12:17PM EDT,34.45%
2020-08-02,SPY200821C00293000,CALL,2020-08-21,293.00,34.06,34.42,6,"1,947",2020-07-31 11:55AM EDT,34.11%
2020-08-02,SPY200821C00294000,CALL,2020-08-21,294.00,33.11,33.46,3,"1,880",2020-07-31 2:25PM EDT,33.66%
2020-08-02,SPY200821C00295000,CALL,2020-08-21,295.00,32.16,32.50,33,"4,670",2020-07-31 3:47PM EDT,33.18%
2020-08-02,SPY200821C00296000,CALL,2020-08-21,296.00,31.20,31.55,33,"2,262",2020-07-31 2:57PM EDT,32.76%
2020-08-02,SPY200821C00297000,CALL,2020-08-21,297.00,30.38,30.49,102,"2,051",2020-07-31 12:57PM EDT,31.41%
2020-08-02,SPY200821C00298000,CALL,2020-08-21,298.00,29.45,29.55,3,"2,154",2020-07-31 10:32AM EDT,31.07%
2020-08-02,SPY200821C00299000,CALL,2020-08-21,299.00,28.51,28.61,49,"2,968",2020-07-31 4:07PM EDT,30.69%
2020-08-02,SPY200821C00300000,CALL,2020-08-21,300.00,27.57,27.68,291,"12,799",2020-07-31 3:59PM EDT,30.35%
2020-08-02,SPY200821C00301000,CALL,2020-08-21,301.00,26.65,26.75,28,"3,406",2020-07-31 2:14PM EDT,29.98%
2020-08-02,SPY200821C00302000,CALL,2020-08-21,302.00,25.73,25.83,145,"3,790",2020-07-31 2:45PM EDT,29.65%
2020-08-02,SPY200821C00303000,CALL,2020-08-21,303.00,24.81,24.91,20,"3,519",2020-07-31 1:53PM EDT,29.29%
2020-08-02,SPY200821C00304000,CALL,2020-08-21,304.00,23.90,23.98,51,"3,528",2020-07-31 3:45PM EDT,28.82%
2020-08-02,SPY200821C00305000,CALL,2020-08-21,305.00,23.00,23.10,246,"51,173",2020-07-31 3:59PM EDT,28.63%
2020-08-02,SPY200821C00306000,CALL,2020-08-21,306.00,22.10,22.20,38,"2,973",2020-07-31 3:02PM EDT,28.27%
2020-08-02,SPY200821C00307000,CALL,2020-08-21,307.00,21.21,21.30,168,"11,684",2020-07-31 4:02PM EDT,27.88%
2020-08-02,SPY200821C00308000,CALL,2020-08-21,308.00,20.33,20.42,217,"4,723",2020-07-31 4:05PM EDT,27.56%
2020-08-02,SPY200821C00309000,CALL,2020-08-21,309.00,19.45,19.54,38,"7,690",2020-07-31 2:08PM EDT,27.19%
2020-08-02,SPY200821C00310000,CALL,2020-08-21,310.00,18.58,18.67,597,"78,199",2020-07-31 3:59PM EDT,26.83%
2020-08-02,SPY200821C00311000,CALL,2020-08-21,311.00,17.72,17.81,172,"7,929",2020-07-31 4:05PM EDT,26.48%
2020-08-02,SPY200821C00312000,CALL,2020-08-21,312.00,16.86,16.95,272,"3,546",2020-07-31 3:42PM EDT,26.08%
2020-08-02,SPY200821C00313000,CALL,2020-08-21,313.00,16.02,16.11,363,"7,685",2020-07-31 4:10PM EDT,25.73%
2020-08-02,SPY200821C00314000,CALL,2020-08-21,314.00,15.19,15.27,766,"10,905",2020-07-31 3:45PM EDT,25.32%
2020-08-02,SPY200821C00315000,CALL,2020-08-21,315.00,14.36,14.45,"2,647","25,709",2020-07-31 4:00PM EDT,24.96%
2020-08-02,SPY200821C00316000,CALL,2020-08-21,316.00,13.55,13.62,"1,173","4,735",2020-07-31 3:57PM EDT,24.50%
2020-08-02,SPY200821C00317000,CALL,2020-08-21,317.00,12.76,12.82,"1,193","6,724",2020-07-31 4:05PM EDT,24.12%
2020-08-02,SPY200821C00318000,CALL,2020-08-21,318.00,11.98,12.03,"1,956","5,638",2020-07-31 4:08PM EDT,23.71%
2020-08-02,SPY200821C00319000,CALL,2020-08-21,319.00,11.20,11.26,"2,140","6,626",2020-07-31 4:10PM EDT,23.33%
2020-08-02,SPY200821C00320000,CALL,2020-08-21,320.00,10.44,10.50,"9,955","49,608",2020-07-31 4:09PM EDT,22.93%
2020-08-02,SPY200821C00321000,CALL,2020-08-21,321.00,9.70,9.75,"2,309","9,105",2020-07-31 4:03PM EDT,22.49%
2020-08-02,SPY200821C00322000,CALL,2020-08-21,322.00,8.97,9.02,"2,596","15,317",2020-07-31 4:12PM EDT,22.06%
2020-08-02,SPY200821C00323000,CALL,2020-08-21,323.00,8.26,8.31,"4,988","9,139",2020-07-31 4:10PM EDT,21.64%
2020-08-02,SPY200821C00324000,CALL,2020-08-21,324.00,7.58,7.62,"3,653","14,115",2020-07-31 4:11PM EDT,21.21%
2020-08-02,SPY200821C00325000,CALL,2020-08-21,325.00,6.92,6.94,"16,949","30,707",2020-07-31 4:14PM EDT,20.74%
2020-08-02,SPY200821C00326000,CALL,2020-08-21,326.00,6.28,6.31,"7,182","22,122",2020-07-31 4:13PM EDT,20.36%
